record_uid,site_id,geographic_region,site_type,site_type_label,date_collected,survey_year,latitude,longitude,depth_m_abs,coral_reef_present,pavement_present,rhodolith_present,sand_present,hard_coral_present,soft_coral_present,macroalgae_present,sponge_present,seagrass_present,artificial_present,unknown_present,qa_status,qa_reason,url_link
REC0689,GV2016_025,"St. Thomas, USVI",GV,Ground Validation,2016-08-30,2016,18.2620296,-64.95455491,35.026,0,0,1,1,0,0,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_025.mp4
REC0690,GV2016_026,"St. Thomas, USVI",GV,Ground Validation,2016-08-25,2016,18.25299432,-65.07743337,34.378,1,0,0,1,1,1,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_026.mp4
REC0691,GV2016_027,"St. Thomas, USVI",GV,Ground Validation,2016-08-27,2016,18.23834238,-65.00511428,40.84,0,0,1,0,0,0,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_027.mp4
REC0692,GV2016_028,"St. John, USVI",GV,Ground Validation,2016-09-13,2016,18.25376537,-64.78033165,46.146,0,0,1,1,0,0,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_028.mp4
REC0693,GV2016_029,"St. John, USVI",GV,Ground Validation,2016-09-17,2016,18.23712069,-64.74913775,55.312,0,0,1,0,0,0,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_029.mp4
REC0694,GV2016_030,"St. Thomas, USVI",GV,Ground Validation,2016-08-26,2016,18.19436804,-64.95506987,38.761,1,0,0,0,1,0,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_030.mp4
REC0695,GV2016_031,"St. Thomas, USVI",GV,Ground Validation,2016-08-29,2016,18.22826302,-64.85587023,43.185,0,0,1,0,0,0,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_031.mp4
REC0696,GV2016_032,"St. Thomas, USVI",GV,Ground Validation,2016-08-25,2016,18.2605504,-65.05667731,34.784,0,0,1,1,0,0,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_032.mp4
REC0697,GV2016_033,"St. John, USVI",GV,Ground Validation,2016-09-12,2016,18.24967273,-64.68556104,46.995,0,0,1,0,0,0,1,0,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_033.mp4
REC0698,GV2016_034,Puerto Rico,GV,Ground Validation,2016-08-21,2016,18.13302863,-65.22166626,39.982,0,0,1,0,1,0,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_034.mp4
REC0699,GV2016_035,"St. Thomas, USVI",GV,Ground Validation,2016-08-27,2016,18.24726158,-65.0450651,38.333,0,0,0,1,0,0,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_035.mp4
REC0700,GV2016_036,"St. Thomas, USVI",GV,Ground Validation,2016-08-28,2016,18.19939296,-64.89382611,48.584,1,1,1,0,1,0,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_036.mp4
REC0701,GV2016_038,"St. John, USVI",GV,Ground Validation,2016-09-17,2016,18.21993233,-64.76270252,54.109,0,0,1,0,0,0,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_038.mp4
REC0702,GV2016_039,Puerto Rico,GV,Ground Validation,2016-08-21,2016,18.17902784,-65.23844832,34.393,0,1,1,1,1,0,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_039.mp4
REC0703,GV2016_040,"St. John, USVI",GV,Ground Validation,2016-09-13,2016,18.23947827,-64.78051586,46.661,0,0,1,0,0,0,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_040.mp4
REC0704,GV2016_041,Puerto Rico,GV,Ground Validation,2016-08-21,2016,18.15471605,-65.1913441,41.348,1,0,0,0,1,0,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_041.mp4
REC0705,GV2016_042,"St. Thomas, USVI",GV,Ground Validation,2016-08-27,2016,18.22820731,-65.08981998,33.378,1,0,0,0,1,1,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_042.mp4
REC0706,GV2016_044,"St. John, USVI",GV,Ground Validation,2016-09-11,2016,18.27569586,-64.75907893,37.757,0,1,0,1,0,0,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_044.mp4
REC0707,GV2016_045,Puerto Rico,GV,Ground Validation,2016-08-23,2016,18.21211999,-65.14641398,40.458,1,0,0,1,1,0,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_045.mp4
REC0708,GV2016_047,"St. Thomas, USVI",GV,Ground Validation,2016-08-28,2016,18.20398204,-64.92137383,46.951,0,1,1,1,1,0,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_047.mp4
REC0709,GV2016_048,Puerto Rico,GV,Ground Validation,2016-08-23,2016,18.19871941,-65.18316782,36.899,1,0,0,0,1,1,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_048.mp4
REC0710,GV2016_050,"St. John, USVI",GV,Ground Validation,2016-09-13,2016,18.25570563,-64.8075107,42.299,0,1,1,1,0,0,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_050.mp4
REC0711,GV2016_051,Puerto Rico,GV,Ground Validation,2016-08-23,2016,18.20722882,-65.19258919,30.892,1,0,0,0,1,1,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_051.mp4
REC0712,GV2016_052,"St. John, USVI",GV,Ground Validation,2016-09-17,2016,18.20225138,-64.75530718,53.53,0,1,1,0,1,0,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_052.mp4
REC0713,GV2016_053,"St. Thomas, USVI",GV,Ground Validation,2016-09-09,2016,18.22841094,-64.83075839,46.791,0,0,1,0,0,0,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_053.mp4
REC0714,GV2016_055,"St. Thomas, USVI",GV,Ground Validation,2016-08-27,2016,18.23988203,-65.11902472,29.697,1,0,0,0,1,1,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_055.mp4
REC0715,GV2016_056,"St. John, USVI",GV,Ground Validation,2016-09-12,2016,18.22489394,-64.71221974,52.458,0,1,0,0,1,0,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_056.mp4
REC0716,GV2016_057,"St. Thomas, USVI",GV,Ground Validation,2016-09-09,2016,18.21913248,-64.84584045,49.506,0,0,1,0,0,0,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_057.mp4
REC0717,GV2016_058,"St. Thomas, USVI",GV,Ground Validation,2016-08-23,2016,18.18568421,-65.12972765,41.328,1,0,0,0,1,1,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_058.mp4
REC0718,GV2016_059,"St. John, USVI",GV,Ground Validation,2016-09-11,2016,18.2790296,-64.66854784,44.078,0,0,1,1,0,0,1,0,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_059.mp4
REC0719,GV2016_060,"St. Thomas, USVI",GV,Ground Validation,2016-08-28,2016,18.24104679,-64.92120041,41.408,0,0,1,1,0,0,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_060.mp4
REC0720,GV2016_061,Puerto Rico,GV,Ground Validation,2016-08-25,2016,18.23145719,-65.14344462,32.16,1,0,0,0,1,0,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_061.mp4
REC0721,GV2016_062,"St. Thomas, USVI",GV,Ground Validation,2016-08-26,2016,18.18378418,-65.09756205,36.037,1,0,0,0,1,0,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_062.mp4
REC0722,GV2016_063,"St. Thomas, USVI",GV,Ground Validation,2016-08-26,2016,18.19498196,-64.94663907,46.593,1,0,0,0,1,0,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_063.mp4
REC0723,GV2016_064,"St. Thomas, USVI",GV,Ground Validation,2016-08-27,2016,18.23932261,-64.99852978,39.619,0,0,1,0,0,0,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_064.mp4
REC0724,GV2016_065,"St. Thomas, USVI",GV,Ground Validation,2016-08-28,2016,18.19891068,-64.87072751,48.697,0,1,1,0,0,0,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_065.mp4
REC0725,GV2016_066,Puerto Rico,GV,Ground Validation,2016-08-22,2016,18.21940226,-65.18788741,31.37,1,0,0,0,1,0,1,0,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_066.mp4
REC0726,GV2016_067,"St. John, USVI",GV,Ground Validation,2016-09-16,2016,18.19177583,-64.79698663,58.409,0,1,1,0,1,0,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_067.mp4
REC0727,GV2016_068,Puerto Rico,GV,Ground Validation,2016-08-25,2016,18.23079076,-65.16114703,36.408,1,0,0,0,1,1,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_068.mp4
REC0728,GV2016_071,"St. John, USVI",GV,Ground Validation,2016-09-01,2016,18.29207754,-64.73464962,31.729,0,0,1,1,0,0,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_071.mp4
REC0729,GV2016_072,Puerto Rico,GV,Ground Validation,2016-08-23,2016,18.1836164,-65.15040028,41.228,1,0,0,0,1,1,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_072.mp4
REC0730,GV2016_073,"St. Thomas, USVI",GV,Ground Validation,2016-08-20,2016,18.27614239,-65.12847632,27.291,1,0,0,0,1,0,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_073.mp4
REC0731,GV2016_074,"St. Thomas, USVI",GV,Ground Validation,2016-08-26,2016,18.20295324,-64.97483444,49.46,0,0,1,1,0,0,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_074.mp4
REC0732,GV2016_075,"St. Thomas, USVI",GV,Ground Validation,2016-08-30,2016,18.26402406,-64.85173572,34.642,0,0,1,1,0,0,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_075.mp4
REC0733,GV2016_076,Puerto Rico,GV,Ground Validation,2016-08-22,2016,18.20614541,-65.19968529,32.691,1,0,0,0,1,1,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_076.mp4
REC0734,GV2016_077,"St. Thomas, USVI",GV,Ground Validation,2016-08-27,2016,18.22926666,-65.09773739,31.497,1,0,0,0,1,1,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_077.mp4
REC0735,GV2016_078,Puerto Rico,GV,Ground Validation,2016-08-21,2016,18.15735697,-65.21498028,41.422,0,0,1,0,0,0,1,0,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_078.mp4
REC0736,GV2016_079,"St. Thomas, USVI",GV,Ground Validation,2016-09-09,2016,18.25714767,-64.82448036,35.617,0,0,1,1,0,0,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_079.mp4
REC0737,GV2016_080,"St. John, USVI",GV,Ground Validation,2016-09-12,2016,18.23126196,-64.68699192,53.986,0,0,1,0,1,0,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_080.mp4
REC0738,GV2016_081,Puerto Rico,GV,Ground Validation,2016-08-22,2016,18.16525182,-65.23450739,37.8,1,0,0,1,1,0,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_081.mp4
REC0739,GV2016_082,Puerto Rico,GV,Ground Validation,2016-08-21,2016,18.14608853,-65.19350544,37.34,1,0,0,0,1,1,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_082.mp4
REC0740,GV2016_084,Puerto Rico,GV,Ground Validation,2016-08-22,2016,18.18101834,-65.19725164,38.723,1,0,0,0,1,1,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_084.mp4
REC0741,GV2016_085,"St. Thomas, USVI",GV,Ground Validation,2016-08-29,2016,18.23622751,-64.88971962,42.061,0,0,1,1,0,0,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_085.mp4
REC0742,GV2016_086,"St. John, USVI",GV,Ground Validation,2016-09-13,2016,18.23508224,-64.8114072,49.275,0,0,1,0,0,0,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_086.mp4
REC0743,GV2016_087,"St. Thomas, USVI",GV,Ground Validation,2016-08-28,2016,18.18027606,-64.89724075,52.895,0,0,1,0,1,0,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_087.mp4
REC0744,GV2016_088,"St. Thomas, USVI",GV,Ground Validation,2016-08-26,2016,18.21907692,-65.0384688,41.54,0,0,1,1,0,0,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_088.mp4
REC0745,GV2016_090,"St. Thomas, USVI",GV,Ground Validation,2016-08-26,2016,18.20265556,-64.99690706,42.748,0,1,1,1,1,0,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_090.mp4
REC0746,GV2016_091,"St. John, USVI",GV,Ground Validation,2016-09-17,2016,18.25918185,-64.76129701,45.222,0,0,1,0,0,0,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_091.mp4
REC0747,GV2016_092,"St. John, USVI",GV,Ground Validation,2016-09-17,2016,18.20623883,-64.73969352,52.59,0,1,1,0,1,0,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_092.mp4
REC0748,GV2016_094,Puerto Rico,GV,Ground Validation,2016-08-23,2016,18.18374434,-65.17260417,37.854,1,0,0,0,1,0,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_094.mp4
REC0749,GV2016_095,"St. Thomas, USVI",GV,Ground Validation,2016-08-29,2016,18.22474109,-64.94800457,43.397,0,0,1,0,1,0,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_095.mp4
REC0750,GV2016_097,"St. Thomas, USVI",GV,Ground Validation,2016-08-25,2016,18.22205067,-65.12939207,35.842,1,0,0,1,1,0,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_097.mp4
REC0751,GV2016_098,"St. Thomas, USVI",GV,Ground Validation,2016-08-29,2016,18.2292157,-64.94132905,42.918,0,0,1,1,0,0,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_098.mp4
REC0752,GV2016_099,"St. Thomas, USVI",GV,Ground Validation,2016-08-26,2016,18.1926976,-64.92106666,56.152,0,0,1,0,0,0,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_099.mp4
REC0753,GV2016_100,"St. Thomas, USVI",GV,Ground Validation,2016-08-29,2016,18.22994839,-64.98639903,41.576,0,0,1,1,0,0,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_100.mp4
REC0754,GV2016_102,Puerto Rico,GV,Ground Validation,2016-08-21,2016,18.13980891,-65.25825323,32.837,0,0,1,0,1,0,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_102.mp4
REC0755,GV2016_103,"St. John, USVI",GV,Ground Validation,2016-09-16,2016,18.20101814,-64.79565505,54.142,0,1,1,0,1,0,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_103.mp4
REC0756,GV2016_104,"St. Thomas, USVI",GV,Ground Validation,2016-08-28,2016,18.20013387,-64.90623445,50.255,1,1,1,0,1,0,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_104.mp4
REC0757,GV2016_105,"St. Thomas, USVI",GV,Ground Validation,2016-08-29,2016,18.2550998,-64.92960778,39.356,0,0,0,1,0,0,1,0,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_105.mp4
REC0758,GV2016_106,Puerto Rico,GV,Ground Validation,2016-08-21,2016,18.12239759,-65.22610295,48.998,0,1,1,0,0,0,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_106.mp4
REC0759,GV2016_107,"St. John, USVI",GV,Ground Validation,2016-09-11,2016,18.27313364,-64.71216443,29.574,0,1,1,0,1,1,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_107.mp4
REC0760,GV2016_108,"St. Thomas, USVI",GV,Ground Validation,2016-09-09,2016,18.25631758,-64.83511912,37.238,0,0,1,1,0,0,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_108.mp4
REC0761,GV2016_109,"St. Thomas, USVI",GV,Ground Validation,2016-08-28,2016,18.25657325,-64.91127712,38.776,0,0,0,1,0,0,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_109.mp4
REC0762,GV2016_111,"St. John, USVI",GV,Ground Validation,2016-09-12,2016,18.25694324,-64.68825305,48.58,0,0,1,1,1,0,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_111.mp4
REC0763,GV2016_112,"St. John, USVI",GV,Ground Validation,2016-09-13,2016,18.21792259,-64.80068114,52.546,0,1,1,0,1,0,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_112.mp4
REC0764,GV2016_113,"St. Thomas, USVI",GV,Ground Validation,2016-08-25,2016,18.23762582,-65.07340069,31.331,1,0,0,0,1,1,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_113.mp4
REC0765,GV2016_114,"St. Thomas, USVI",GV,Ground Validation,2016-08-26,2016,18.19644756,-64.97765547,51.76,0,0,1,0,0,0,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_114.mp4
REC0766,GV2016_115,Puerto Rico,GV,Ground Validation,2016-08-22,2016,18.18014503,-65.22168123,39.221,1,0,0,1,1,0,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_115.mp4
REC0767,GV2016_116,"St. John, USVI",GV,Ground Validation,2016-09-13,2016,18.24275087,-64.79991898,46.687,0,0,1,1,0,0,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_116.mp4
REC0768,GV2016_117,"St. John, USVI",GV,Ground Validation,2016-09-12,2016,18.27593811,-64.68600273,44.193,0,0,1,0,0,0,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_117.mp4
REC0769,GV2016_118,Puerto Rico,GV,Ground Validation,2016-08-21,2016,18.16184473,-65.21138264,36.949,1,0,0,0,1,1,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_118.mp4
REC0770,GV2016_120,"St. Thomas, USVI",GV,Ground Validation,2016-08-30,2016,18.27287908,-64.95906027,33.505,0,0,1,1,0,0,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_120.mp4
REC0771,GV2016_121,"St. Thomas, USVI",GV,Ground Validation,2016-08-25,2016,18.23570439,-65.08259661,32.314,1,0,0,0,1,0,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_121.mp4
REC0772,GV2016_122,"St. Thomas, USVI",GV,Ground Validation,2016-08-26,2016,18.20216038,-65.02266991,43.332,1,0,0,0,1,1,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_122.mp4
REC0773,GV2016_123,"St. Thomas, USVI",GV,Ground Validation,2016-08-29,2016,18.26503492,-64.92337131,33.55,0,0,1,0,0,0,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_123.mp4
REC0774,GV2016_124,Puerto Rico,GV,Ground Validation,2016-08-23,2016,18.19237598,-65.1669612,43.191,1,0,0,1,1,1,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_124.mp4
REC0775,GV2016_125,Puerto Rico,GV,Ground Validation,2016-08-23,2016,18.19505944,-65.16015001,41.683,1,0,0,0,1,1,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_125.mp4
REC0776,GV2016_126,Puerto Rico,GV,Ground Validation,2016-08-21,2016,18.16079625,-65.18539084,42.382,1,0,0,0,1,1,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_126.mp4
REC0777,GV2016_127,"St. John, USVI",GV,Ground Validation,2016-09-17,2016,18.2133457,-64.76197205,51.129,0,1,1,0,1,0,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_127.mp4
REC0778,GV2016_128,Puerto Rico,GV,Ground Validation,2016-08-25,2016,18.23363645,-65.18827592,31.646,1,0,0,1,1,1,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_128.mp4
REC0779,GV2016_129,"St. Thomas, USVI",GV,Ground Validation,2016-08-27,2016,18.19528694,-65.09600727,43.484,1,0,0,1,1,1,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_129.mp4
REC0780,GV2016_130,"St. Thomas, USVI",GV,Ground Validation,2016-08-29,2016,18.22950588,-64.86714379,42.5,0,0,1,0,0,0,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_130.mp4
REC0781,GV2016_131,"St. Thomas, USVI",GV,Ground Validation,2016-08-28,2016,18.25378144,-64.91806199,39.92,0,0,1,1,0,0,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_131.mp4
REC0782,GV2016_132,"St. John, USVI",GV,Ground Validation,2016-09-17,2016,18.21392775,-64.72970579,51.744,0,0,1,0,0,0,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_132.mp4
REC0783,GV2016_133,"St. Thomas, USVI",GV,Ground Validation,2016-08-29,2016,18.24353155,-64.87331495,41.742,0,0,1,0,0,0,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_133.mp4
REC0784,GV2016_134,"St. John, USVI",GV,Ground Validation,2016-09-11,2016,18.29000774,-64.67661037,32.018,0,0,1,1,0,0,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_134.mp4
REC0785,GV2016_135,"St. John, USVI",GV,Ground Validation,2016-09-01,2016,18.30490257,-64.76756893,23.301,0,0,1,0,0,0,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_135.mp4
REC0786,GV2016_136,Puerto Rico,GV,Ground Validation,2016-08-22,2016,18.20066774,-65.20701791,35.128,1,0,0,0,1,1,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_136.mp4
REC0787,GV2016_137,"St. Thomas, USVI",GV,Ground Validation,2016-09-16,2016,18.2086465,-64.81748544,54.661,0,0,1,1,0,0,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_137.mp4
REC0788,GV2016_138,Puerto Rico,GV,Ground Validation,2016-08-23,2016,18.17587845,-65.18043173,40.64,1,0,0,0,1,0,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_138.mp4
